name,count
014904,1
014984,1
015150,1
015181,0
015281,1
015299,1
015397,0
015523,1
015546,1
015551,1
015570,1
015609,1
015750,1
015864,1
015935,0
015957,1
015974,1
016030,1
016055,0
016062,1
016104,1
016132,1
016202,0
016244,1
016245,1
016255,1
016273,0
016273,0
016290,1
016319,1
016323,1
016375,0
016389,1
016448,1
016465,0
016473,1
016607,0
016634,1
016641,0
016647,0
016792,1
016821,1
016826,1
016831,0
016858,1
016858,1
017001,1
017061,0
017303,0
017359,0
017401,1
017476,1
017488,1
017663,0
017699,1
017777,1
017945,1
017982,1
018039,1
018092,0
018099,0
018251,1
018289,0
018320,1
018334,1
018420,0
018524,1
018568,0
018617,1
018629,1
018763,0
018818,0
018885,1
018974,0
018986,1
018989,1
019011,0
019024,1
019073,1
019101,0
019124,1
019149,1
019266,1
019266,1
019327,0
019431,0
019469,1
019580,0
019594,1
019609,0
019698,1
019859,0
019875,1
019943,1
019959,1
019994,1
020225,1
020246,1
020290,0
020443,1
020472,1
020538,1
020557,1
020607,0
020746,0
020759,1
020890,0
020901,0
021023,1
021041,0
021049,1
021108,0
021118,0
021120,1
021300,0
021399,0
021409,1
021521,1
021771,0
021785,0
021821,1
021825,1
021831,1
021909,1
021931,0
021949,0
022057,0
022146,1
022273,1
022273,1
022301,0
022357,0
022513,1
022544,1
022557,1
022686,1
022687,1
022831,0
022860,1
023084,0
023135,0
023176,1
023285,1
023648,1
023697,0
023749,0
024117,1
024120,0
024143,1
024159,0
024184,1
024212,1
024260,1
024310,1
024351,0
024444,1
024635,0
024669,1
024682,1
024694,1
024786,1
024851,1
024889,1
024945,0
025012,0
025052,1
025130,0
025136,0
025156,1
025273,0
025299,1
025368,0
025433,1
025473,1
025475,1
025561,0
025577,1
025789,1
025846,1
025893,1
026032,0
026082,0
026082,0
026319,1
026544,0
026589,1
026610,1
026611,1
026619,1
026635,0
026657,1
026687,0
026831,1
026880,1
026934,1
026992,0
026996,0
027096,1
027215,0
027255,0
027414,1
027563,1
027612,1
027627,1
027628,1
027778,1
027860,1
027870,1
027870,1
027964,0
028012,1
028083,0
028115,0
028203,1
028227,1
028255,0
028287,1
028311,1
028363,1
028366,0
028371,1
028405,0
028524,1
028662,0
028667,0
028686,1
028770,1
028774,1
028815,1
028868,1
028912,0
028951,1
028954,1
028954,1
029007,1
029092,0
029094,1
029176,1
029185,1
029188,1
029188,1
029236,1
029249,1
029326,0
029419,1
029426,0
029503,1
029512,1
029521,1
029640,1
029678,1
029770,1
029877,0
030035,1
030078,0
030082,1
030086,1
030097,1
030115,1
030199,0
030221,1
030234,0
030238,1
030251,0
030252,1
030338,1
030338,1
030384,1
030393,1
030518,1
030587,1
030614,0
030625,0
030630,1
030641,0
030659,0
030677,1
030857,1
030909,0
030928,1
030930,1
030977,0
031020,1
031159,1
031203,1
031206,1
031265,1
031308,1
031439,0
031470,1
031496,1
031585,0
031783,1
031959,1
031960,1
032002,1
032035,1
032065,0
032126,1
032292,1
032419,1
032420,0
032497,0
032660,0
032680,1
032744,1
032909,1
032937,0
032976,1
032999,1
033016,1
033019,1
033032,1
033088,1
033110,1
033134,1
033143,1
033195,1
033221,1
033228,1
033233,1
033262,1
033283,0
033315,0
033317,1
033336,0
033360,1
033366,1
033437,0
033644,1
033789,0
033810,1
033840,1
033862,0
033906,1
033928,0
034008,1
034069,1
034186,1
034196,0
034220,0
034247,1
034247,1
034258,1
034292,1
034424,1
034424,1
034484,1
034506,0
034511,1
034534,1
034548,0
034562,1
034660,1
034660,1
034704,1
034860,1
034959,1
035070,1
035100,0
035150,1
035179,0
035189,0
035481,1
035526,1
035711,0
035715,1
035728,1
035734,1
035828,1
035903,1
035992,0
036021,0
036283,1
036283,1
036344,0
036438,1
036593,1
036656,0
036677,0
036688,0
036716,1
036753,0
036777,0
036814,0
036820,1
036825,0
036847,1
036861,0
036863,1
036907,1
036929,1
037002,0
037015,0
037049,1
037111,1
037115,0
037202,0
037229,0
037315,1
037371,1
037412,1
037491,0
037547,1
037555,0
037736,1
037766,1
037798,1
037833,0
037889,1
038059,1
038092,1
038223,1
038328,0
038489,1
038532,0
038540,0
038705,0
038753,1
038754,1
038778,1
038778,1
038795,1
038824,1
038831,0
038844,1
038867,0
038912,0
038943,1
039007,1
039007,1
039056,0
039079,0
039079,0
039163,1
039177,1
039198,1
039260,0
039347,1
039387,1
039508,1
039539,1
039664,1
039686,1
039741,1
039748,1
039857,1
039888,0
039952,1
039994,1
040035,1
040127,0
040127,0
040183,1
040183,1
040288,1
040298,1
040320,0
040325,1
040381,0
040444,0
040490,1
040546,0
040567,1
040635,0
040739,0
040740,0
040753,0
040796,1
040849,0
040878,1
040891,0
040936,1
041074,0
041177,1
041196,1
041244,0
041259,1
041292,1
041434,1
041589,1
041593,1
041716,1
041807,1
041931,1
042073,1
042134,1
042206,1
042219,0
042360,1
042388,1
042431,1
042492,1
042504,1
042720,0
042721,1
042892,1
042967,1
042999,1
043081,0
043125,1
043169,1
043193,1
043379,1
043481,1
043511,1
043511,1
043560,1
043587,1
043627,1
043775,0
043928,0
044004,1
044024,0
044037,1
044073,1
044124,1
044156,0
044175,1
044178,1
044289,0
044319,1
044319,1
044376,1
044497,0
044516,1
044543,0
044633,1
044756,1
044756,1
044814,1
044837,1
044839,1
044940,0
044973,1
044986,1
045029,1
045132,1
045165,1
045189,1
045295,1
045374,1
045409,1
045580,0
045679,0
045945,1
046036,1
046201,0
046234,1
046277,1
046282,1
046294,1
046314,1
046350,1
046419,1
046488,1
046583,1
046676,1
046679,0
046718,0
046815,0
046879,0
046980,1
047021,1
047022,1
047101,1
047199,0
047200,1
047251,0
047260,0
047347,0
047370,1
047466,1
047579,0
047631,1
047707,1
047766,1
047815,1
047829,1
047836,0
047925,0
047927,1
047932,1
047955,1
048001,1
048101,0
048119,1
048145,1
048182,1
048322,1
048388,1
048396,1
048408,1
048415,0
048584,1
048600,0
048736,1
048751,1
048764,0
048796,1
048796,1
048869,1
048999,0
049050,1
049126,1
049214,1
049441,0
049613,1
049646,0
049684,1
049734,1
049904,0
049968,0
050039,1
050100,1
050119,1
050427,1
050471,1
050483,0
050555,1
050569,1
050588,1
050716,0
050872,0
050897,1
050970,1
051375,1
051378,1
051415,0
051455,1
051479,1
051559,0
051587,1
051599,1
051599,1
051625,1
051686,1
051718,1
051726,1
051838,1
052095,1
052202,1
052301,0
052301,0
052302,0
052313,0
052349,1
052356,1
052362,1
052365,1
052397,0
052410,1
052500,1
052524,1
052571,0
052679,1
052703,1
052875,1
052881,0
052907,0
052962,0
053057,1
053106,1
053116,0
053181,1
053206,1
053433,1
053476,1
053500,0
053528,1
053620,1
053689,0
053713,0
053719,0
053799,0
053850,0
053864,1
053891,0
053894,1
053897,0
054002,1
054020,1
054038,1
054052,0
054055,1
054064,1
054083,0
054138,0
054155,1
054197,0
054323,0
054325,1
054340,0
054348,0
054350,1
054425,0
054433,1
054498,0
054525,1
054638,0
054738,0
054778,1
054787,1
054861,1
054959,0
054973,1
055003,0
055048,0
055100,0
055155,1
055203,0
055242,1
055302,1
055391,0
055430,1
055438,0
055450,1
055465,1
055485,1
055565,1
055565,1
055565,1
055578,0
055643,1
055645,1
055699,1
055748,1
055819,1
055860,1
055877,0
055915,0
055956,0
056026,0
056028,1
056078,1
056092,1
056102,1
056138,0
056138,0
056224,1
056347,0
056367,1
056367,1
056398,0
056407,0
056424,0
056441,1
056444,0
056486,1
056644,1
056701,1
056706,0
056742,1
056743,1
056749,0
056767,1
056778,1
056778,1
056833,0
056839,0
056851,0
056880,1
056897,1
056957,1
056960,0
056969,0
057106,1
057129,1
057227,1
057244,1
057285,0
057295,1
057622,1
057671,0
057767,1
057905,1
057940,1
058010,1
058037,1
058082,1
058083,1
058083,1
058120,1
058120,1
058156,0
058188,0
058200,1
058207,0
058312,0
058321,1
058495,1
058504,1
058736,1
058737,1
058827,1
058852,1
058880,1
058911,0
058938,0
058986,1
058990,1
059065,1
059180,1
059204,1
059339,1
059370,1
059406,1
059472,1
059492,1
059535,1
059582,1
059599,0
059610,1
059666,0
059666,0
059957,1
060014,0
060042,1
060135,1
060194,1
060206,1
060209,0
060261,1
060267,1
060392,0
060395,0
060487,1
060536,1
060555,1
060555,1
060580,0
060735,1
060735,1
060848,1
061044,1
061302,1
061329,1
061384,0
061620,0
061871,0
061887,1
061951,1
061982,0
062087,1
062228,0
062283,0
062498,1
062542,1
062628,1
062692,0
062709,1
062727,1
062806,1
062854,0
062859,1
062914,0
062973,0
062978,1
062989,1
063004,1
063059,0
063284,1
063297,1
063385,1
063452,1
063486,1
063502,1
063645,0
063694,1
063808,1
063855,1
063868,0
063943,0
064029,1
064187,0
064396,1
064418,1
064433,1
064478,1
064507,0
064517,0
064617,1
064874,1
064944,1
065046,1
065069,1
065225,1
065261,1
065386,1
065526,1
065545,1
065568,1
065600,1
065611,0
065685,0
065686,1
065744,0
066010,0
066177,0
066375,1
066472,1
066492,1
066625,1
066653,0
066664,1
066753,1
066916,1
066939,1
067015,1
067039,1
067048,0
067100,1
067130,0
067130,0
067179,0
067182,1
067196,1
067228,0
067273,1
067273,1
067340,1
067446,1
067540,0
067561,0
067573,1
067777,1
067777,1
067792,0
067859,1
067879,1
067895,1
067966,1
067966,1
067990,1
068275,0
068312,1
068312,1
068323,0
068339,1
068405,0
068516,0
068603,1
068624,0
068651,1
068679,1
068713,1
068753,0
068886,1
068886,1
068913,1
068987,1
069041,1
069106,1
069203,0
069234,0
069251,1
069320,1
069431,1
069518,0
069589,1
069648,1
069671,1
069818,1
069823,0
070036,1
070042,1
070055,1
070058,1
070144,0
070156,1
070280,0
070293,0
070316,0
070331,1
070479,0
070558,1
070586,1
070647,1
070688,0
070713,1
070753,1
070866,1
070903,1
071108,0
071155,1
071222,0
071297,1
071408,0
071414,1
071659,1
071678,1
071711,1
071761,1
071788,1
071805,0
071867,1
071971,1
071974,1
072001,1
072063,1
072095,1
072197,1
072214,1
072238,0
072242,1
072259,1
072281,1
072292,1
072293,0
072298,0
072328,0
072357,1
072375,1
072458,1
072591,1
072601,1
072616,1
072627,1
072641,1
072674,0
072681,1
072786,1
072809,1
072837,0
072983,1
073001,0
073153,1
073213,1
073254,1
073353,1
073353,1
073399,1
073415,1
073423,1
073496,1
073529,0
073580,1
073735,1
073826,1
073834,0
073857,1
073879,0
073888,0
073889,0
073899,1
073949,1
073954,1
074021,1
074164,1
074169,0
074217,1
074225,0
074294,1
074394,1
074397,0
074403,0
074428,1
074471,1
074554,1
074563,1
074605,1
074635,0
074644,1
074671,1
074756,1
074911,1
074993,0
075111,1
075134,0
075167,0
075247,1
075296,1
075515,1
075537,0
075546,0
075646,1
075658,1
075743,1
075838,1
075857,1
075872,1
075909,1
075944,1
076009,1
076093,1
076183,0
076203,1
076216,1
076216,1
076250,0
076291,1
076341,1
076341,1
076381,0
076405,0
076417,1
076577,1
076605,1
076837,1
077038,1
077057,1
077064,1
077160,1
077192,1
077341,1
077393,1
077445,1
077485,1
077525,1
077537,0
077769,0
077814,1
077962,1
078097,1
078168,1
078187,1
078199,0
078257,1
078340,1
078376,1
078400,1
078506,1
078618,1
078625,1
078633,0
078669,1
078719,1
078808,0
078809,1
078827,1
078861,0
078919,1
078932,1
078954,0
079007,0
079120,1
079333,1
079359,1
079489,1
079716,0
079725,1
079809,1
079852,1
079852,1
079963,1
079983,1
080057,1
080065,1
080194,0
080200,1
080324,1
080390,1
080400,0
080413,0
080421,0
080454,0
080461,1
080523,0
080528,0
080552,1
080601,0
080648,0
080666,1
080913,0
080942,1
081070,0
081250,1
081369,1
081377,1
081502,0
081510,1
081540,0
081619,1
081646,1
081656,1
081848,1
081908,1
081914,0
082148,1
082222,0
082271,1
082330,1
082394,1
082417,1
082428,1
082538,0
082546,1
082655,0
082676,1
082683,0
082698,1
082862,1
082897,0
082906,0
083012,0
083078,1
083110,1
083116,1
083136,1
083206,1
083236,1
083247,0
083418,1
083443,1
083546,0
083551,1
083564,1
083565,1
083642,1
083642,1
083716,0
083741,0
083752,1
083911,1
083954,1
083997,1
084075,1
084106,1
084168,1
084196,1
084213,1
084351,1
084374,0
084453,0
084487,0
084537,0
084540,1
084612,1
084618,1
084875,1
084884,1
084914,0
084943,1
085007,1
085106,1
085112,0
085156,1
085161,0
085172,1
085175,1
085247,0
085272,1
085276,0
085307,0
085366,1
085391,1
085566,1
085596,0
085606,1
085621,1
085643,0
085678,1
085748,0
085954,1
086055,1
086059,1
086069,1
086117,1
086122,1
086187,0
086224,0
086226,1
086285,1
086353,1
086361,0
086383,1
086417,1
086429,1
086538,1
086635,1
086650,1
086764,1
086772,0
086772,0
086839,1
086842,1
086957,1
086981,1
087003,1
087013,1
087026,1
087035,1
087073,0
087129,1
087140,0
087150,1
087150,1
087173,1
087173,1
087175,1
087239,0
087398,1
087422,0
087472,1
087519,0
087531,1
087546,1
087620,0
087625,1
087638,1
087663,0
087748,1
087762,1
087873,1
087959,1
088055,0
088077,1
088174,1
088183,1
088202,1
088228,1
088353,1
088442,0
088562,1
088612,1
088631,1
088798,0
088832,1
088853,0
088862,1
088923,1
088938,1
089041,0
089044,0
089060,1
089111,1
089140,1
089305,1
089328,1
089336,1
089379,0
089513,1
089558,0
089619,1
089629,1
089629,1
089740,1
089836,1
089882,0
090024,0
090031,1
090041,0
090056,1
090060,0
090121,1
090165,1
090221,0
090328,1
090425,0
090443,0
090569,1
090572,1
090644,1
090705,1
090708,1
090716,1
090723,1
090809,1
090962,1
090971,1
090981,1
090981,1
090997,1
091041,0
091100,1
091100,1
091108,1
091174,1
091210,1
091236,0
091312,1
091416,1
091419,1
091493,1
091600,0
091640,0
091688,1
091723,0
091780,1
091870,1
091943,1
092051,0
092087,1
092107,1
092171,1
092190,1
092263,1
092265,1
092408,1
092447,0
092453,0
092454,1
092532,0
092581,1
092583,1
092659,1
092660,1
092703,0
092725,1
092762,1
092800,0
092828,0
092896,1
092933,0
092999,1
093053,1
093055,1
093118,0
093179,0
093190,1
093190,1
093303,1
093324,1
093351,1
093351,1
093351,1
093378,1
093527,0
093573,1
093623,1
093684,0
093736,1
093737,1
093787,1
093795,1
093842,0
093928,1
094107,0
094172,0
094202,1
094308,1
094320,1
094385,1
094451,1
094490,0
094497,1
094611,0
094617,1
094629,1
094657,1
094741,1
094752,1
094838,0
094859,0
094889,1
094892,1
094935,1
094992,1
095074,0
095080,0
095091,0
095127,1
095144,1
095222,0
095340,1
095344,0
095375,1
095441,1
095506,1
095629,1
095701,1
095712,0
095738,1
095793,1
095809,0
095864,1
095995,0
095995,0
096003,0
096033,1
096146,1
096235,1
096252,0
096258,1
096262,1
096314,1
096342,0
096363,1
096450,1
096492,1
096634,1
096685,1
096878,0
096888,1
096889,0
096919,1
097006,0
097008,0
097100,1
097141,0
097158,1
097239,0
097246,0
097447,0
097529,1
097601,0
097630,1
097642,0
097674,1
097716,0
097724,0
097800,0
097813,1
097894,1
097908,0
097946,1
097967,1
097975,0
097982,1
098000,1
098103,1
098197,1
098452,1
098504,1
098522,0
098526,1
098535,0
098582,0
098598,0
098777,1
098780,1
098785,0
098832,0
098878,0
099037,1
099101,1
099105,1
099176,1
099318,1
099356,0
099359,1
099359,1
099454,1
099511,1
099518,1
099652,0
099653,1
099705,1
099743,1
099958,0
100013,0
100016,1
100090,0
100097,1
100109,1
100152,0
100219,1
100219,1
100257,1
100360,0
100361,1
100460,1
100500,0
100536,0
100550,1
100609,0
100695,1
100826,1
100848,1
100899,1
101042,1
101090,1
101106,1
101132,0
101384,0
101541,0
101606,1
101711,1
101715,1
101732,0
101791,0
101861,0
101876,1
101896,0
101906,1
101916,1
101960,0
101964,0
101974,1
101979,1
102028,1
102046,1
102094,1
102095,1
102117,1
102137,1
102147,1
102148,0
102273,1
102274,0
102284,0
102302,1
102314,1
102366,1
102367,1
102444,1
102447,1
102474,0
102504,1
102546,1
102614,1
102720,0
102734,0
102799,1
102951,1
102969,1
102969,1
103048,1
103068,1
103077,1
103128,1
103155,1
103162,0
103325,1
103449,0
103468,0
103470,1
103476,1
103511,0
103533,1
103556,1
103645,1
103662,1
103759,1
103795,1
103850,1
103884,1
104032,1
104055,1
104062,1
104070,1
104105,1
104149,1
104194,1
104319,1
104328,1
104382,0
104601,0
104674,1
104744,0
104752,1
104769,0
104866,1
104868,1
104963,0
104964,0
105337,1
105360,1
105371,1
105377,1
105400,1
105407,1
105463,1
105505,1
105547,1
105601,1
105741,0
105767,1
105768,1
105779,0
105832,1
105923,0
105933,1
105956,1
105981,0
106140,1
106251,0
106312,1
106403,0
106414,1
106419,1
106494,0
106650,1
106680,0
106681,1
106804,1
106874,1
106900,1
106904,1
107072,1
107119,1
107149,1
107275,1
107340,1
107489,1
107523,0
107523,0
107527,0
107626,0
107768,1
107783,1
107798,1
107817,1
108000,1
108015,1
108069,1
108078,0
108102,1
108121,0
108159,1
108185,0
108191,1
108255,1
108277,1
108278,1
108348,1
108364,0
108385,1
108429,1
108454,1
108622,1
108668,1
108780,1
108786,1
108851,1
108921,1
108937,1
109167,1
109206,1
109217,1
109248,0
109266,0
109276,1
109285,1
109308,0
109360,1
109370,0
109391,0
109592,0
109593,0
109598,1
109606,1
109643,1
109677,0
109692,1
109794,1
109882,1
109901,1
109976,0
110120,1
110169,1
110206,0
110232,1
110260,1
110260,1
110309,1
110432,1
110468,1
110575,0
110601,1
110657,1
110750,1
110769,1
111112,1
111113,1
111170,1
111203,0
111257,1
111267,1
111305,0
111318,0
111537,1
111614,0
111625,1
111645,1
111650,1
111659,0
111678,0
111735,1
111769,0
111786,1
111854,0
111904,0
111945,1
112016,1
112086,1
112096,1
112096,1
112201,1
112323,1
112378,1
112402,1
112469,1
112480,1
112534,1
112616,0
112643,0
112739,1
112793,1
112891,1
112898,0
112904,0
113039,1
113092,1
113167,1
113380,1
113421,0
113421,0
113426,0
113504,1
113645,0
113715,1
113730,1
113807,1
113831,1
113852,1
113858,1
113887,1
113921,1
114068,0
114103,1
114119,0
114121,1
114325,1
114364,1
114485,1
114593,0
114681,1
114687,0
114748,1
114763,0
114874,1
114925,1
114976,0
115034,1
115124,1
115132,0
115138,1
115238,1
115372,1
115376,0
115428,1
115483,0
115610,0
115660,1
115666,1
115675,0
115693,1
115713,1
115768,0
115841,0
115958,0
116106,1
116178,1
116278,1
116314,1
116347,1
116379,0
116404,1
116426,0
116488,1
116573,1
116580,1
116585,1
116655,0
116730,0
116933,0
116936,0
117008,0
117069,1
117082,1
117108,1
117126,1
117168,1
117215,1
117321,1
117386,1
117404,1
117464,1
117519,1
117697,1
117853,0
117974,0
118004,1
118102,1
118162,1
118235,0
118243,1
118245,1
118256,0
118259,1
118266,1
118276,1
118278,1
118378,0
118410,0
118476,0
118502,1
118507,0
118551,1
118722,1
118726,0
118737,1
118868,1
118891,1
119006,1
119085,1
119309,1
119329,1
119439,1
119454,1
119473,1
119491,1
119587,0
119590,0
119604,1
119635,1
119659,1
119736,1
119912,1
120012,1
120108,1
120183,0
120309,1
120448,1
120528,1
120539,1
120666,0
120667,0
120792,0
120793,1
120907,0
120907,0
120924,0
120950,1
120999,1
121046,1
121169,1
121198,1
121319,0
121336,1
121628,1
121639,1
121725,0
121777,1
121778,1
121847,0
121879,0
121883,1
121988,0
122005,1
122009,0
122031,1
122170,1
122265,1
122268,1
122318,1
122372,1
122431,0
122551,1
122885,1
122915,0
122994,1
123207,1
123240,0
123245,1
123247,1
123327,0
123343,0
123390,0
123420,1
123422,0
123458,0
123471,1
123476,1
123484,1
123485,1
123500,1
123500,1
123574,1
123625,1
124012,1
124179,1
124185,1
124233,1
124272,1
124327,1
124363,0
124378,1
124386,0
124508,0
124518,1
124554,1
124642,1
124657,1
124665,0
124764,0
124774,1
124787,1
124864,1
124877,1
125100,0
125192,1
125192,1
125232,1
125319,0
125354,0
125367,1
125448,0
125476,0
125659,1
125840,1
125841,0
126015,1
126076,1
126092,0
126154,0
126184,0
126436,0
126459,1
126549,1
126591,1
126613,1
126662,1
126674,1
126729,1
126733,1
126762,0
126762,0
126838,0
126935,1
127064,1
127096,1
127152,0
127189,1
127256,1
127379,1
127475,1
127509,1
127552,1
127571,0
127681,1
127688,0
127717,0
127736,1
127789,0
127846,1
127861,0
127870,1
127881,1
127919,1
127970,1
127970,1
127975,1
128132,1
128166,1
128211,1
128212,1
128212,1
128213,1
128256,1
128331,1
128402,0
128545,0
128574,0
128600,1
128680,1
128909,1
129004,0
129081,1
129109,1
129325,1
129326,1
129372,0
129446,0
129456,0
129468,1
129483,1
129519,1
129559,1
129709,1
129775,1
129834,1
129868,1
129900,1
129962,0
130003,1
130099,1
130134,1
130198,1
130200,1
130371,1
130382,1
130398,0
130404,0
130823,1
130832,1
130893,1
130894,0
130922,1
130928,1
130928,1
131188,1
131251,0
131437,1
131531,0
131560,1
131681,1
132018,1
132128,0
132193,1
132221,0
132258,1
132353,0
132435,0
132507,1
132510,0
132516,1
132531,1
132556,1
132587,1
132627,1
132628,0
132654,0
132709,1
132725,1
132778,1
132835,0
132851,1
132860,1
132927,1
132959,1
132999,1
133021,1
133112,1
133147,1
133186,1
133225,1
133288,0
133387,1
133417,1
133460,1
133744,1
133746,0
133780,1
133993,1
134023,1
134101,0
134301,0
134353,1
134353,1
134359,1
134404,1
134448,1
134536,0
134538,1
134588,1
134628,1
134730,1
134785,0
134860,0
134880,1
134956,0
134981,1
135224,1
135256,1
135308,1
135339,1
135343,1
135491,0
135554,1
135609,1
135615,1
135618,1
135776,0
135857,1
135871,1
135949,1
135996,1
136029,1
136113,0
136128,1
136139,1
136180,1
136203,1
136212,1
136254,1
136374,1
136399,0
136475,1
136579,1
136634,1
136684,1
136761,0
136781,1
136819,1
136836,1
136844,0
136862,1
136863,1
136892,1
136924,1
136929,1
137005,1
137042,1
137112,1
137112,1
137186,1
137279,1
137393,1
137409,1
137438,1
137500,0
137604,0
137789,0
137804,0
137809,0
137826,0
137861,0
137881,0
137944,1
137964,1
138067,1
138071,1
138085,1
138095,0
138097,1
138109,0
138133,1
138220,1
138239,0
138299,1
138317,0
138377,1
138381,1
138382,1
138530,1
138586,0
138636,1
138640,1
138740,1
138790,1
138800,1
138829,0
138858,0
138863,1
138887,0
138920,0
138943,1
138978,1
139110,0
139125,1
139175,0
139191,1
139217,1
139251,1
139254,0
139278,1
139286,1
139444,1
139467,1
139548,0
139625,1
139701,1
139705,0
139722,1
140172,1
140175,0
140206,0
140207,1
140222,1
140479,1
140548,0
140603,1
140636,1
140717,1
140849,1
140854,1
140895,1
140916,1
140971,0
141023,0
141143,0
141258,1
141261,1
141334,1
141387,0
141399,1
141415,1
141456,0
141476,1
141500,0
141504,0
141551,1
141687,1
141709,1
141728,1
141735,0
141845,1
141870,1
141957,1
141977,0
142051,1
142095,0
142099,1
142107,1
142168,0
142349,1
142365,0
142585,1
142653,0
142717,1
142941,0
142960,1
142977,1
143045,0
143045,0
143048,1
143075,1
143158,0
143209,1
143265,0
143283,0
143401,1
143460,1
143497,1
143533,1
143605,0
143621,1
143654,1
143770,1
143826,1
143867,1
143867,1
143908,1
143916,0
144005,1
144087,1
144226,0
144265,0
144273,0
144298,0
144336,0
144453,0
144550,1
144550,1
144566,1
144583,0
144711,1
144762,1
144776,1
144788,0
144832,0
144857,1
144871,1
144974,1
145125,1
145221,1
145259,1
145268,1
145275,1
145295,1
145296,1
145296,1
145300,1
145373,1
145374,0
145469,1
145482,1
145596,0
145643,1
145652,0
145669,0
145744,1
145745,1
145754,1
145761,1
146036,1
146084,0
146226,1
146261,0
146384,1
146430,1
146526,1
146558,1
146558,1
146634,1
146686,0
146850,1
146863,1
146867,1
146898,1
146899,1
146908,1
147042,1
147182,1
147196,1
147390,1
147435,1
147489,1
147506,1
147545,1
147578,1
147583,1
147662,0
147668,1
147683,1
147709,1
147709,1
147738,0
147909,1
147946,0
147997,1
148005,1
148037,0
148307,0
148343,1
148366,0
148402,1
148407,1
148440,1
148474,1
148474,1
148492,1
148632,1
148644,1
148644,1
148699,1
148699,1
148732,0
148805,1
148830,1
148953,1
148966,0
149134,1
149171,1
149229,0
149232,1
149329,0
149352,0
149446,1
149461,0
149500,1
149558,0
149691,1
149795,0
149857,0
150001,1
150052,0
150092,1
150172,1
150358,1
150358,1
150394,0
150452,0
150637,1
150726,1
150770,1
150815,1
150818,1
150869,1
150993,0
151024,1
151097,1
151222,0
151222,0
151361,0
151367,1
151368,1
151376,1
151512,1
151556,1
151560,1
151615,1
151649,1
151706,1
151729,1
151760,1
151761,0
151816,0
151875,1
151993,1
152181,0
152182,1
152193,0
152232,1
152240,0
152294,1
152419,1
152450,0
152474,0
152675,1
152691,1
152735,1
152761,1
152816,1
152872,1
152918,1
152949,0
153053,1
153112,1
153121,0
153133,0
153192,0
153227,0
153267,0
153340,1
153442,1
153442,1
153553,0
153597,0
153603,0
153677,1
153700,1
153718,1
153722,1
153726,1
153798,1
153863,0
153863,0
154013,1
154108,1
154127,1
154130,1
154235,0
154271,1
154442,0
154494,1
154501,1
154624,1
154671,1
154692,1
154897,0
154936,1
154941,0
154952,0
155020,0
155129,1
155269,0
155269,0
